Module_id,Response_ID,Satisfaction,Age,Gender,Customer type,Travel type,Ticket type,Flight distance,Departure delay in minutes,Arrival delay in minutes,Flight schedule suitability,Booking service,Online checkin,Airport checkin,Baggage handling,Boarding service,Cabin crew service,Seat comfort,Food and drink,Inflight entertainment,Inflight wifi,Leg room,Inflight amenities quality,Cleanliness
93328,8563,neutral or dissatisfied,58,Female,Loyal,Business,Business,109,0,0,1,1,3,1,2,1,1,3,3,1,2,1,1,2
46832,53571,neutral or dissatisfied,50,Male,Loyal,Business,Business,1195,0,0,5,5,2,3,3,5,3,2,2,3,3,3,3,4
73782,109258,neutral or dissatisfied,30,Female,Loyal,Business,Economy Plus,793,90,76,1,4,3,3,3,1,2,3,3,3,3,2,4,3
81861,69321,satisfied,28,Female,Discontinued,Business,Business,1096,0,0,5,5,5,5,5,3,4,3,3,3,5,2,4,3
57920,30175,neutral or dissatisfied,20,Female,Loyal,Personal,Economy,213,0,0,4,2,2,2,2,1,3,4,4,4,2,2,4,4
49144,74915,satisfied,27,Male,Discontinued,Business,Business,1106,272,262,5,5,2,2,5,1,5,2,5,3,5,4,5,2
59383,44932,neutral or dissatisfied,25,Female,Loyal,Personal,Business,334,8,0,2,4,4,1,4,3,2,3,3,3,4,5,4,3
47704,124264,satisfied,45,Male,Loyal,Business,Business,601,14,0,1,1,5,4,4,1,4,5,3,4,1,4,4,4
55730,86392,neutral or dissatisfied,35,Female,Discontinued,Business,Business,762,14,25,1,1,1,3,4,1,4,3,3,3,2,4,4,3
101978,53515,neutral or dissatisfied,8,Female,Loyal,Personal,Economy,2288,4,0,1,3,3,1,4,3,3,1,1,1,3,4,3,1
83707,83268,neutral or dissatisfied,25,Female,Loyal,Business,Business,2079,0,6,3,3,2,1,2,3,1,2,2,2,2,2,3,2
1256,123386,neutral or dissatisfied,38,Female,Loyal,Business,Business,1337,44,35,4,4,4,1,3,4,3,4,1,3,3,4,3,3
10430,74419,neutral or dissatisfied,23,Female,Discontinued,Business,Economy,1205,0,0,1,1,1,5,4,4,5,1,1,1,1,5,5,1
55395,129092,neutral or dissatisfied,55,Female,Loyal,Business,Business,2218,0,0,5,5,2,2,1,5,1,2,3,1,1,1,1,1
76248,42877,neutral or dissatisfied,8,Male,Loyal,Personal,Economy,867,0,8,5,2,2,5,1,4,4,1,1,1,2,5,1,1
28459,41931,neutral or dissatisfied,31,Male,Loyal,Personal,Economy,129,0,0,0,0,0,3,4,4,3,4,4,4,1,3,4,4
45128,101562,satisfied,40,Female,Loyal,Business,Business,345,0,0,0,0,4,3,1,2,2,4,2,2,0,2,2,4
14038,47676,neutral or dissatisfied,19,Male,Loyal,Personal,Economy,1464,8,8,1,2,2,3,1,1,1,4,4,4,2,4,1,4
76296,8234,neutral or dissatisfied,22,Male,Loyal,Personal,Economy,530,0,0,4,5,5,3,4,1,4,5,3,3,1,5,4,3
101304,8412,satisfied,60,Female,Loyal,Business,Business,2149,0,0,2,2,5,3,4,2,4,5,3,4,2,4,4,4
86240,114503,neutral or dissatisfied,34,Male,Loyal,Business,Business,446,0,0,2,2,4,2,3,2,3,3,3,3,3,2,3,2
8415,17287,neutral or dissatisfied,46,Male,Loyal,Business,Business,403,0,0,2,5,3,3,2,2,2,3,5,2,2,2,2,3
44547,89444,neutral or dissatisfied,20,Female,Loyal,Personal,Economy,302,0,1,5,4,4,3,5,1,5,5,5,5,4,2,4,5
82100,72691,neutral or dissatisfied,9,Female,Loyal,Personal,Economy,1121,0,4,1,1,1,1,2,2,1,3,3,3,1,2,2,3
44533,84618,satisfied,59,Female,Loyal,Business,Business,269,0,0,0,0,3,3,1,1,1,5,3,1,0,1,1,1
12756,103113,neutral or dissatisfied,39,Female,Loyal,Personal,Economy,460,0,3,3,3,3,3,3,4,4,2,2,2,3,2,3,2
103025,125123,neutral or dissatisfied,31,Female,Loyal,Personal,Economy,361,0,0,5,4,4,5,4,3,3,4,4,4,2,5,5,4
88293,16565,satisfied,44,Female,Loyal,Business,Economy,872,0,0,4,4,1,2,5,4,5,1,4,5,5,5,5,4
8075,69589,neutral or dissatisfied,17,Male,Loyal,Personal,Economy,2586,0,15,4,2,4,4,5,4,2,4,2,5,2,4,4,4
88438,88240,neutral or dissatisfied,56,Female,Loyal,Business,Business,581,0,0,3,3,4,4,3,3,3,4,3,3,3,3,3,4
61090,24467,satisfied,30,Male,Loyal,Business,Business,516,0,15,4,1,5,5,4,4,3,5,5,5,4,2,2,5
103484,24669,neutral or dissatisfied,23,Female,Loyal,Personal,Economy Plus,834,0,0,5,3,3,5,5,4,3,5,5,5,4,3,4,5
16643,114471,satisfied,49,Male,Loyal,Business,Business,2961,3,0,4,3,5,5,4,4,4,4,3,4,4,4,4,5
46981,103064,neutral or dissatisfied,16,Male,Discontinued,Business,Economy,687,45,38,3,3,3,2,3,3,1,3,3,3,3,2,4,3
102796,105503,neutral or dissatisfied,24,Female,Discontinued,Business,Economy,611,12,0,0,2,2,3,4,1,4,4,4,4,2,2,4,4
54504,99860,neutral or dissatisfied,18,Male,Loyal,Personal,Economy,534,6,29,1,3,3,2,4,4,4,1,1,1,3,3,4,1
26732,38021,satisfied,49,Female,Loyal,Business,Economy,1237,0,0,2,2,5,3,5,2,5,4,4,5,5,5,5,2
21296,121897,satisfied,33,Female,Loyal,Personal,Economy,449,0,0,4,5,5,4,4,3,4,2,2,2,5,3,4,2
40622,16401,neutral or dissatisfied,35,Female,Loyal,Personal,Economy,404,0,1,5,3,3,2,3,2,5,3,3,3,3,3,1,3
65721,102111,satisfied,41,Male,Loyal,Business,Business,2505,1,0,3,3,4,3,5,3,5,4,4,5,3,5,5,5
30253,41834,satisfied,20,Male,Discontinued,Business,Economy,462,0,0,0,4,4,2,3,3,2,1,3,3,4,2,1,3
36247,70982,satisfied,26,Female,Discontinued,Business,Business,802,0,0,3,3,3,5,4,3,3,4,4,4,4,4,5,4
8714,7203,neutral or dissatisfied,34,Male,Loyal,Business,Business,3747,58,67,3,3,4,4,2,3,3,3,1,3,2,3,3,1
22555,93946,neutral or dissatisfied,15,Female,Loyal,Personal,Economy,507,6,0,4,2,2,3,4,3,3,4,4,4,2,2,5,4
44083,94792,satisfied,63,Male,Loyal,Business,Business,248,0,0,0,0,5,4,5,2,5,5,5,5,0,5,5,5
88308,111430,neutral or dissatisfied,65,Male,Loyal,Personal,Economy,896,0,0,4,2,2,5,4,4,5,2,3,3,2,5,5,3
93962,21061,satisfied,37,Male,Loyal,Business,Business,106,0,0,2,4,3,2,5,4,4,1,4,4,4,5,4,2
4520,75408,neutral or dissatisfied,21,Male,Discontinued,Business,Economy,745,0,0,4,4,4,3,4,5,3,1,1,1,4,5,4,1
75188,55901,neutral or dissatisfied,25,Male,Discontinued,Business,Economy,733,10,17,3,3,3,4,4,3,4,4,4,4,3,5,4,4
18613,43684,satisfied,49,Male,Loyal,Business,Business,489,0,43,1,1,2,2,5,1,5,5,3,5,1,5,5,4
96340,89279,neutral or dissatisfied,36,Female,Loyal,Business,Business,3874,0,15,5,4,3,3,3,5,3,4,1,3,3,3,3,3
46163,55388,neutral or dissatisfied,42,Male,Loyal,Personal,Economy,413,0,40,4,2,2,5,4,4,3,2,2,2,2,5,5,2
51619,77754,satisfied,24,Female,Discontinued,Business,Economy,413,0,0,4,5,5,4,1,2,1,3,3,3,5,4,1,3
36569,87981,satisfied,41,Male,Loyal,Business,Business,444,3,0,5,5,4,5,5,5,5,4,2,5,5,5,5,5
99618,59256,neutral or dissatisfied,45,Female,Loyal,Personal,Economy,3904,2,0,4,1,5,5,4,1,2,5,1,3,1,3,4,5
72522,86882,neutral or dissatisfied,50,Male,Loyal,Personal,Economy Plus,692,3,0,5,2,2,5,5,1,5,5,5,5,2,3,5,5
34705,110833,neutral or dissatisfied,31,Male,Loyal,Business,Economy Plus,1166,3,0,4,4,4,4,4,4,2,4,4,4,4,3,4,4
79339,15867,satisfied,39,Male,Loyal,Business,Business,332,108,91,2,3,4,2,5,3,5,3,5,5,3,5,5,4
21304,77983,satisfied,45,Male,Loyal,Business,Business,152,35,25,2,2,5,5,4,2,4,5,4,4,2,4,4,3
54450,105282,satisfied,48,Male,Loyal,Business,Business,2726,60,55,1,1,5,5,4,1,4,5,4,4,1,4,4,3
64437,61873,satisfied,51,Male,Loyal,Business,Business,2521,5,0,2,4,5,5,5,2,5,4,4,5,2,5,5,3
72827,7081,neutral or dissatisfied,23,Female,Loyal,Business,Business,2123,4,0,4,2,1,4,4,4,1,1,1,1,1,1,3,1
91366,105593,satisfied,38,Female,Loyal,Business,Business,3385,20,7,2,2,4,5,4,2,4,4,3,4,2,4,4,5
37600,112332,neutral or dissatisfied,28,Male,Loyal,Personal,Business,862,51,39,3,2,2,1,3,3,4,4,4,4,2,5,2,4
50251,37524,neutral or dissatisfied,27,Female,Discontinued,Business,Economy,1074,47,35,1,1,1,4,2,3,1,4,4,4,1,3,3,4
80499,7842,satisfied,48,Female,Loyal,Business,Business,1005,21,14,1,1,5,3,4,1,4,4,5,4,1,4,4,3
28080,7024,neutral or dissatisfied,59,Female,Loyal,Personal,Economy,196,2,0,5,3,5,5,5,2,5,5,4,5,3,3,5,4
89972,49062,satisfied,35,Female,Loyal,Business,Business,2558,0,0,1,4,1,4,4,4,4,5,4,4,4,4,4,1
61566,62711,satisfied,58,Female,Loyal,Business,Business,2399,2,0,5,2,5,5,5,2,5,4,3,5,2,5,5,5
42316,24191,satisfied,36,Male,Loyal,Business,Business,302,0,0,3,3,3,1,4,3,4,5,1,4,3,4,4,2
46746,55802,satisfied,41,Male,Loyal,Business,Business,1416,0,0,2,2,5,4,4,2,4,4,5,4,2,4,4,4
66897,5348,neutral or dissatisfied,25,Male,Discontinued,Business,Business,812,0,0,0,3,3,4,5,1,5,1,1,1,3,5,4,1
70676,62340,satisfied,48,Female,Loyal,Business,Business,3087,0,0,1,1,4,4,4,1,4,4,4,4,1,4,4,3
10555,57093,satisfied,42,Male,Loyal,Business,Business,1222,0,0,3,3,4,3,5,3,5,5,3,5,3,5,5,4
50300,108704,satisfied,52,Male,Loyal,Business,Business,3976,5,0,1,1,5,3,5,1,5,4,2,5,1,4,5,4
64267,58953,satisfied,28,Female,Discontinued,Business,Business,1726,0,0,5,5,5,5,4,4,4,5,5,5,5,5,5,5
41052,124889,satisfied,43,Female,Loyal,Business,Business,728,0,0,3,3,5,3,4,3,4,5,3,4,3,4,4,3
24776,64007,neutral or dissatisfied,66,Female,Loyal,Personal,Economy,612,0,0,4,2,5,5,3,3,3,4,2,3,2,2,3,3
2556,60755,neutral or dissatisfied,27,Male,Loyal,Business,Business,3848,20,8,3,3,2,4,3,3,1,2,2,2,2,4,3,2
97686,128728,neutral or dissatisfied,51,Female,Loyal,Personal,Economy,1504,0,0,3,4,3,2,2,4,2,4,5,2,4,4,2,4
28439,240,satisfied,49,Female,Loyal,Business,Business,3477,7,26,5,5,5,3,5,5,5,5,2,5,5,5,5,5
82953,95045,neutral or dissatisfied,22,Male,Loyal,Personal,Economy,562,64,57,3,3,3,1,4,3,4,4,4,4,3,4,4,4
45395,112082,satisfied,66,Female,Loyal,Business,Economy,1091,0,0,2,2,5,5,4,2,4,4,2,4,4,4,4,1
52585,40452,satisfied,38,Female,Loyal,Business,Economy,150,0,0,3,3,4,2,2,3,3,4,4,4,4,4,2,4
72078,17483,satisfied,38,Male,Loyal,Business,Business,3018,0,0,2,2,1,4,4,2,4,2,1,4,2,4,4,2
37407,62253,satisfied,60,Male,Loyal,Business,Business,2565,95,93,5,5,4,3,5,5,5,4,4,5,5,5,5,5
68893,120925,neutral or dissatisfied,42,Male,Loyal,Business,Economy,920,4,0,4,4,3,3,3,4,4,3,3,3,3,5,3,3
92950,16760,satisfied,52,Male,Loyal,Business,Economy,569,107,106,5,5,2,3,3,5,1,2,2,2,2,4,1,2
59431,5661,satisfied,55,Male,Loyal,Business,Business,1802,0,0,1,5,5,3,4,1,5,5,5,5,1,5,5,5
16280,15708,neutral or dissatisfied,61,Female,Loyal,Business,Business,1598,0,0,3,3,4,3,2,3,2,3,4,2,2,2,2,2
96419,68461,satisfied,55,Female,Loyal,Business,Business,2585,0,10,5,3,5,4,5,5,5,4,4,5,5,5,5,4
25036,107424,neutral or dissatisfied,32,Female,Loyal,Personal,Economy,725,6,0,3,3,3,3,1,1,1,4,4,4,3,2,2,4
89300,76972,neutral or dissatisfied,33,Male,Loyal,Business,Economy Plus,1990,2,0,3,2,4,3,3,3,4,3,3,3,3,2,3,3
91158,87620,satisfied,42,Male,Loyal,Business,Business,606,0,0,1,3,5,5,5,1,5,5,3,5,1,5,5,4
37211,85498,neutral or dissatisfied,26,Female,Loyal,Personal,Economy,152,9,10,5,2,2,3,4,1,3,3,3,3,2,4,4,3
95504,36637,neutral or dissatisfied,51,Male,Loyal,Personal,Economy,1121,52,69,4,3,3,5,3,1,4,2,2,2,3,5,5,2
10651,35847,satisfied,45,Male,Loyal,Business,Business,1023,0,0,2,2,3,1,4,2,4,5,2,4,2,4,4,4
86658,48266,neutral or dissatisfied,38,Male,Discontinued,Business,Economy Plus,259,13,1,3,3,3,2,4,2,1,5,5,5,3,3,5,5
92715,126428,satisfied,37,Male,Loyal,Business,Economy Plus,468,0,0,1,1,5,3,3,1,2,5,5,5,5,3,1,5
52902,12916,neutral or dissatisfied,55,Male,Loyal,Business,Economy,794,0,0,1,1,2,3,3,1,2,2,2,2,2,2,4,2
29377,92913,neutral or dissatisfied,68,Male,Loyal,Business,Economy,134,0,20,1,1,1,4,3,1,2,1,1,1,1,4,2,1
78921,55767,satisfied,21,Male,Loyal,Personal,Business,646,66,78,5,4,4,5,5,1,5,5,5,5,4,1,1,5
53276,42956,satisfied,33,Male,Loyal,Business,Economy,236,0,14,4,4,4,5,2,4,2,4,4,4,4,3,4,4
25713,12623,neutral or dissatisfied,29,Male,Loyal,Personal,Economy Plus,802,0,0,5,1,1,3,4,2,5,4,4,4,1,2,5,4
103262,90971,satisfied,64,Male,Loyal,Business,Economy,145,0,18,1,1,4,1,4,1,5,4,4,4,4,4,5,4
23930,90077,satisfied,51,Female,Loyal,Business,Business,957,0,0,4,4,4,4,4,4,4,5,5,4,4,4,4,4
64173,80397,neutral or dissatisfied,65,Male,Loyal,Personal,Economy,368,0,0,5,2,2,2,5,3,5,3,3,3,2,5,2,3
74133,61522,neutral or dissatisfied,48,Male,Loyal,Personal,Economy,2442,73,48,5,1,1,4,5,2,5,4,4,4,1,5,4,4
64554,12139,satisfied,31,Female,Loyal,Business,Business,1075,0,11,2,2,4,5,2,2,3,4,4,4,2,1,5,4
77932,71982,satisfied,44,Female,Loyal,Business,Economy,1037,94,76,1,1,1,5,4,1,4,4,1,4,4,4,4,3
47746,2829,satisfied,58,Male,Loyal,Business,Business,409,11,25,2,2,5,5,4,2,4,4,2,4,2,4,4,3
2185,18687,neutral or dissatisfied,13,Female,Loyal,Personal,Economy,201,27,42,4,4,4,2,3,3,3,4,1,1,4,1,3,1
36508,65912,neutral or dissatisfied,57,Female,Loyal,Business,Business,569,0,0,3,3,3,2,2,3,2,3,4,2,2,2,2,1
46674,21691,neutral or dissatisfied,37,Male,Discontinued,Business,Business,346,0,0,2,2,2,3,4,3,4,5,4,4,2,4,3,4
67941,86863,neutral or dissatisfied,22,Female,Loyal,Personal,Economy,484,0,0,3,4,4,2,4,3,4,2,2,2,4,1,3,2
69076,75675,neutral or dissatisfied,39,Male,Discontinued,Business,Business,813,0,0,1,1,1,4,4,2,3,5,5,5,1,2,5,5
33540,9975,neutral or dissatisfied,62,Female,Loyal,Personal,Economy,534,0,11,5,2,4,4,2,3,3,5,2,3,2,2,3,5
29121,34113,satisfied,32,Female,Loyal,Business,Economy,1046,0,0,5,5,4,3,4,5,3,4,4,4,4,4,1,4
86556,41689,neutral or dissatisfied,66,Male,Loyal,Personal,Economy,347,0,0,3,4,4,2,2,1,4,2,3,3,4,4,5,3
38478,122382,satisfied,7,Male,Loyal,Personal,Economy,529,1,5,3,0,0,1,2,1,1,1,1,1,0,2,3,1
88119,85807,neutral or dissatisfied,23,Male,Loyal,Personal,Economy,526,78,78,4,4,4,3,5,2,5,1,1,1,2,3,4,1
49090,77851,satisfied,16,Female,Loyal,Personal,Economy Plus,731,0,0,1,0,0,4,2,2,3,2,2,2,0,3,3,2
36171,4808,satisfied,41,Male,Loyal,Business,Business,2710,12,0,4,4,4,4,3,4,3,5,5,3,4,4,3,5
6943,9636,neutral or dissatisfied,25,Female,Discontinued,Business,Business,277,0,94,3,4,4,4,4,3,3,4,4,4,4,4,4,4
5820,37420,neutral or dissatisfied,51,Male,Loyal,Business,Business,3582,51,24,4,2,4,2,2,4,2,4,4,2,2,2,2,2
72903,5242,satisfied,48,Female,Loyal,Business,Business,383,0,0,1,1,4,5,4,1,4,5,2,4,1,5,4,4
71422,100589,neutral or dissatisfied,53,Female,Loyal,Personal,Economy,486,58,53,5,1,4,1,1,4,5,4,5,5,1,1,5,1
58161,3338,neutral or dissatisfied,40,Female,Loyal,Business,Economy,240,0,8,2,2,2,1,4,2,4,2,2,2,2,3,4,2
62880,52745,satisfied,39,Male,Loyal,Business,Economy,806,93,77,2,2,5,2,5,2,3,5,5,5,5,1,1,5
76887,3775,satisfied,48,Female,Loyal,Business,Business,2857,30,28,4,4,4,5,4,4,4,4,3,4,4,4,4,5
52840,125139,satisfied,49,Male,Loyal,Business,Business,361,0,0,5,5,5,5,4,5,4,5,3,4,5,4,4,3
58317,40585,neutral or dissatisfied,39,Male,Loyal,Business,Business,411,0,0,2,3,3,1,3,2,3,3,5,3,3,3,3,1
76395,51463,neutral or dissatisfied,10,Female,Loyal,Personal,Economy Plus,153,115,120,4,3,3,5,5,1,3,5,5,5,3,2,5,5
28718,4739,satisfied,77,Male,Loyal,Business,Business,2506,0,0,3,3,1,1,4,3,4,2,5,4,3,4,4,5
86530,126677,satisfied,42,Male,Loyal,Business,Business,2276,10,0,2,2,5,4,5,2,5,4,4,5,2,5,5,3
94417,79753,satisfied,41,Female,Loyal,Business,Business,1686,0,0,1,1,4,4,5,1,5,4,4,5,1,5,5,3
39919,86023,satisfied,36,Female,Loyal,Business,Economy,447,0,0,2,2,4,5,4,2,3,3,3,3,3,4,4,3
78205,101649,neutral or dissatisfied,16,Female,Loyal,Personal,Economy,1749,0,0,1,3,3,1,2,3,3,2,2,2,3,2,3,2
97272,129611,satisfied,24,Male,Discontinued,Business,Economy,337,0,10,5,4,4,4,5,2,3,2,2,2,4,2,4,2
37943,97474,satisfied,39,Male,Loyal,Business,Business,822,0,0,5,5,4,5,4,5,4,4,5,4,5,4,4,3
51138,99316,satisfied,62,Female,Discontinued,Business,Business,337,0,0,1,1,2,5,4,4,4,3,3,3,2,3,4,3
30197,71420,satisfied,43,Female,Loyal,Business,Business,867,7,6,4,4,5,5,5,4,5,5,4,5,4,5,5,4
72000,65711,neutral or dissatisfied,47,Male,Loyal,Business,Economy,1061,18,5,1,1,2,3,3,1,2,2,2,2,2,1,3,2
79366,93338,satisfied,20,Male,Discontinued,Business,Business,1024,0,0,4,4,4,4,4,4,5,4,4,4,4,5,5,4
88332,68445,satisfied,56,Male,Loyal,Business,Business,1303,0,0,2,2,4,3,5,2,5,5,3,5,2,5,5,3
42436,62046,neutral or dissatisfied,26,Female,Discontinued,Business,Economy,1186,0,0,2,2,2,3,3,3,3,4,3,3,2,5,4,3
75043,122118,satisfied,59,Female,Loyal,Business,Business,130,0,0,4,0,5,3,4,2,4,5,5,4,0,4,4,4
38558,118008,satisfied,56,Female,Loyal,Business,Business,1037,8,0,2,1,5,3,5,1,5,5,3,5,1,5,5,4
53684,101771,satisfied,53,Male,Loyal,Business,Business,1521,3,0,1,1,4,4,4,1,4,4,2,4,1,4,4,3
4417,33072,neutral or dissatisfied,47,Female,Loyal,Personal,Economy,163,0,0,1,3,2,4,4,2,4,3,3,4,3,3,4,2
2315,44037,satisfied,33,Female,Loyal,Business,Business,2246,0,0,2,2,4,5,5,2,5,3,4,5,2,4,5,1
95447,3744,neutral or dissatisfied,24,Male,Loyal,Personal,Economy,544,0,5,3,3,3,1,1,4,4,2,3,3,3,5,2,3
69542,110614,neutral or dissatisfied,8,Male,Loyal,Personal,Economy Plus,488,0,0,4,1,1,4,4,2,4,1,1,1,1,5,5,1
83463,83767,neutral or dissatisfied,35,Male,Loyal,Business,Business,926,15,7,2,2,2,4,4,2,4,2,4,4,4,4,4,3
83169,5292,neutral or dissatisfied,42,Male,Loyal,Personal,Economy,383,0,0,4,1,1,5,4,2,5,3,3,3,1,4,4,3
87515,28789,satisfied,43,Female,Loyal,Personal,Business,679,0,0,5,4,4,3,2,2,2,4,2,2,4,4,2,4
93175,31708,neutral or dissatisfied,64,Female,Loyal,Personal,Economy,853,0,0,4,2,4,4,5,1,3,5,3,3,2,2,3,5
16934,91180,neutral or dissatisfied,30,Female,Loyal,Personal,Economy,581,30,25,5,3,3,5,5,1,4,4,4,4,3,5,5,4
46146,22951,satisfied,32,Male,Loyal,Business,Business,817,0,0,5,5,5,4,1,5,4,5,5,5,5,4,4,5
58688,55587,satisfied,28,Female,Discontinued,Business,Business,1091,0,0,4,4,4,4,5,2,5,4,4,4,4,5,5,4
51994,58183,satisfied,40,Female,Loyal,Business,Business,925,0,6,4,2,4,3,5,4,5,4,4,5,4,5,5,3
40919,110772,satisfied,25,Female,Loyal,Business,Business,1166,60,121,2,4,5,4,5,4,4,5,5,5,4,4,4,5
27074,124860,neutral or dissatisfied,44,Female,Discontinued,Business,Economy Plus,280,36,34,2,2,2,4,3,3,4,1,1,1,2,1,3,1
24028,4177,neutral or dissatisfied,53,Male,Loyal,Personal,Economy,431,0,0,4,3,3,4,5,2,5,2,2,2,3,2,4,2
81643,93949,neutral or dissatisfied,23,Male,Loyal,Personal,Economy,507,0,0,2,2,2,2,4,3,2,5,5,5,2,2,3,5
76003,68015,neutral or dissatisfied,32,Male,Loyal,Business,Economy,304,16,20,5,5,1,1,3,5,1,1,1,1,1,3,4,1
88565,10602,neutral or dissatisfied,22,Male,Discontinued,Business,Economy,166,0,0,0,2,2,3,4,4,5,1,3,3,2,2,5,3
20465,36715,satisfied,8,Male,Loyal,Business,Economy Plus,1185,7,0,3,0,0,4,2,4,4,2,2,2,0,4,5,2
33758,78290,neutral or dissatisfied,41,Female,Discontinued,Business,Business,1598,0,0,2,2,2,3,4,2,5,4,4,4,2,3,4,4
18612,84372,neutral or dissatisfied,28,Male,Loyal,Business,Business,606,58,64,1,1,1,1,4,1,4,1,1,1,1,4,3,1
92055,36105,satisfied,32,Female,Loyal,Business,Economy Plus,399,1,0,4,4,4,1,5,4,5,4,4,4,4,2,1,4
38155,16846,satisfied,47,Female,Loyal,Business,Economy Plus,245,0,0,3,2,5,4,5,3,5,3,2,5,5,5,5,2
58329,16860,satisfied,25,Male,Loyal,Business,Business,3689,16,17,5,5,5,3,1,5,2,5,5,5,5,2,4,5
84784,76180,satisfied,58,Male,Loyal,Business,Business,2422,0,0,1,1,3,5,3,1,3,4,5,3,1,3,3,3
25458,84265,satisfied,75,Male,Loyal,Business,Business,2940,1,0,0,0,5,4,1,2,1,5,3,1,0,1,1,4
68547,94796,satisfied,31,Female,Loyal,Business,Business,3916,0,0,4,4,5,5,5,4,4,5,5,5,4,5,4,5
40239,66041,satisfied,46,Male,Loyal,Business,Business,3631,0,0,1,2,4,5,5,2,5,5,2,5,2,5,5,3
71075,29387,neutral or dissatisfied,26,Female,Discontinued,Business,Economy,2541,0,0,2,2,1,1,3,3,3,1,2,1,2,2,1,1
57622,121713,neutral or dissatisfied,61,Female,Loyal,Personal,Economy,683,0,6,3,2,3,5,2,4,2,4,1,2,2,2,2,3
11569,115956,neutral or dissatisfied,59,Male,Loyal,Personal,Economy,325,0,0,3,2,2,5,4,3,3,3,3,3,2,4,2,3
74525,97697,satisfied,32,Female,Loyal,Business,Business,2104,6,2,2,2,4,5,4,2,3,5,5,5,2,5,5,5
33303,78099,neutral or dissatisfied,60,Male,Loyal,Business,Economy,684,0,0,4,4,3,1,4,4,2,3,3,3,3,3,4,3
101607,35095,satisfied,45,Female,Loyal,Business,Business,2836,0,0,2,4,1,5,4,2,4,1,5,4,2,4,4,5
83882,57700,satisfied,16,Male,Loyal,Personal,Economy,867,266,324,4,5,3,3,5,1,4,3,5,5,5,5,3,3
35703,34372,satisfied,60,Male,Loyal,Business,Economy Plus,427,6,14,1,1,4,4,2,1,3,4,4,4,4,1,5,4
98189,58440,neutral or dissatisfied,62,Male,Loyal,Personal,Economy,528,3,0,4,2,2,4,5,1,3,4,4,4,2,5,5,4
90387,39492,satisfied,18,Female,Loyal,Business,Economy,1368,0,0,3,3,5,4,1,3,4,3,5,5,5,3,2,5
87014,35251,satisfied,40,Male,Loyal,Business,Economy,1076,0,0,3,3,5,5,2,3,5,5,5,5,5,3,4,5
54512,55172,neutral or dissatisfied,45,Female,Loyal,Personal,Economy,1379,0,95,1,3,2,1,5,3,5,2,3,5,3,3,5,1
27018,48334,satisfied,37,Female,Loyal,Business,Business,522,0,0,1,1,1,2,2,1,2,5,2,2,1,2,2,3
94155,68612,neutral or dissatisfied,27,Female,Discontinued,Business,Business,237,199,188,3,3,3,3,4,3,3,3,3,3,3,3,4,3
42868,73823,neutral or dissatisfied,36,Male,Loyal,Business,Business,3160,18,27,5,5,2,4,2,5,2,3,4,2,2,2,2,2
10211,112253,satisfied,28,Female,Loyal,Business,Business,1703,22,2,4,4,4,5,4,4,4,4,4,4,4,5,4,4
35518,21827,neutral or dissatisfied,24,Male,Discontinued,Business,Economy,640,8,0,5,2,2,4,3,1,3,1,1,1,2,3,1,1
26970,64541,satisfied,39,Male,Loyal,Business,Business,3308,0,0,3,3,5,4,5,3,4,4,5,4,3,5,4,3
94969,77968,satisfied,40,Male,Loyal,Business,Business,3434,0,9,3,3,4,5,4,3,4,4,4,4,3,4,4,3
11843,21917,neutral or dissatisfied,28,Male,Discontinued,Business,Economy,503,0,0,4,2,2,4,3,3,3,2,2,2,2,2,4,2
83851,950,neutral or dissatisfied,36,Male,Discontinued,Business,Business,354,0,0,2,2,2,1,2,1,3,1,1,1,2,1,1,1
666,3616,satisfied,47,Male,Loyal,Business,Business,427,0,0,4,4,4,3,4,4,4,4,5,4,4,4,4,3
26569,8420,neutral or dissatisfied,24,Female,Loyal,Business,Business,862,129,140,3,3,1,1,4,3,1,1,2,4,1,3,2,1
5553,73927,neutral or dissatisfied,29,Male,Loyal,Business,Business,2342,1,0,5,5,1,2,3,5,2,1,1,1,1,1,3,1
62506,44863,satisfied,51,Female,Loyal,Business,Economy Plus,693,0,57,1,1,4,4,5,1,5,1,2,5,5,5,5,2
77426,109164,neutral or dissatisfied,40,Female,Discontinued,Business,Business,391,3,0,1,1,1,3,4,2,4,5,5,5,1,5,5,5
72009,56240,satisfied,56,Female,Loyal,Business,Business,2434,3,4,3,3,4,4,5,3,4,4,4,4,3,5,4,4
54038,46784,satisfied,59,Female,Loyal,Business,Business,833,0,3,4,4,4,3,3,4,3,5,2,3,4,4,3,3
89195,114268,neutral or dissatisfied,77,Male,Loyal,Business,Business,1511,20,9,3,3,4,2,1,3,1,4,5,1,1,1,1,3
4859,101253,neutral or dissatisfied,31,Female,Discontinued,Business,Business,1910,0,0,3,3,3,3,2,4,4,2,3,3,3,2,4,3
33736,79236,neutral or dissatisfied,24,Female,Loyal,Personal,Economy,1521,0,0,3,3,3,3,5,1,5,4,5,5,3,3,2,5
77227,73957,satisfied,28,Female,Loyal,Personal,Economy,2267,0,0,4,4,4,2,4,2,4,2,4,4,4,3,4,2
99434,111070,neutral or dissatisfied,8,Male,Loyal,Personal,Economy,268,23,20,3,3,3,4,4,4,1,4,4,4,3,4,4,4
